GWAS	gene	gene_name	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status	bonferroni
NG2018-eBMD	ENSG00000164920.9	OSR2	9.41882164313646e-13	36	3	1.69999777214331e-11	Adipose_Visceral_Omentum	0.475128115306792	Esophagus_Mucosa	29.7572315798262	9.50066133637449e-16	2.43339103339845	-6.72971153259277	6.72971153259277	4.32134527837463	4.48290201818525	3	0	3.68e-08
NG2018-eBMD	ENSG00000112033.13	PPARD	1.45504708501879e-12	47	3	4.17162497471731e-11	Artery_Coronary	0.00188336515070624	Skin_Sun_Exposed_Lower_leg	33.2527329264754	7.05573317427257e-16	3.62799628421826	-6.54373788833618	6.59785018133176	1.72682130159261	5.37247261044976	3	0	5.685e-08
NG2018-eBMD	ENSG00000170178.6	HOXD12	1.49999821892812e-12	1	1	1.49999821892811e-12	Vagina	1.49999821892811e-12	Vagina	1	1	1	7.07448959350586	7.07448959350586	7.07448959350586	NA	1	0	5.86e-08
NG2018-eBMD	ENSG00000197714.8	ZNF460	2.39882517140052e-12	15	4	8.79999828779148e-05	Artery_Aorta	0.0609999991464229	Lung	8.32147164917244	3.0405361678934e-18	0.545368129717061	-3.60679697990417	3.9214985370636	2.30874965190887	2.37648501906427	4	0	9.372e-08
NG2018-eBMD	ENSG00000105996.6	HOXA2	2.53268284109669e-12	7	4	3.00000090088664e-06	Colon_Sigmoid	0.33999998647729	Cells_Cultured_fibroblasts	5.11721613248096	1.314153849626e-18	0.19044049046827	-4.6708197593689	1.52082869027837	-0.328509689531524	2.38493808197111	4	0	9.895e-08
NG2018-eBMD	ENSG00000197576.13	HOXA4	4.34433081024568e-12	37	4	1.4138211287507e-12	Skin_Not_Sun_Exposed_Suprapubic	0.501111004381297	Colon_Sigmoid	24.3169855814638	9.73033646441296e-16	1.0705634787117	-7.08269059141662	1.51410186290741	-3.71056556095293	1.8422439622694	4	0	1.697e-07
NG2018-eBMD	ENSG00000120075.5	HOXB5	5.24586271916315e-12	32	3	8.49999195051702e-18	Esophagus_Muscularis	0.942527186508487	Testis	28.2962984141692	4.9531002226617e-16	1.0968741326729	-8.59263134002686	2.86273622512817	-0.160680975852319	1.76143864179568	3	0	2.049e-07
NG2018-eBMD	ENSG00000118922.17	KLF12	5.50987133365437e-12	30	8	5.4000136095487e-16	Whole_Blood	0.890000003329256	Lung	17.5942963608245	4.41916368451783e-16	0.664738435890649	-1.55477356910706	8.10214138031006	0.357776560412401	1.63205607546787	8	0	2.153e-07
NG2018-eBMD	ENSG00000065029.14	ZNF76	5.79024552481498e-12	18	2	1.9000025864961e-09	Esophagus_Mucosa	0.00493069501613132	Liver	16.6603889101467	2.54640357585993e-17	0.93937639199961	-2.81152701377869	6.00613307952881	4.65420656734043	2.24609380429504	2	0	2.262e-07
NG2018-eBMD	ENSG00000204060.6	FOXO6	5.93514359989589e-12	24	9	1.00000128223115e-10	Spleen	0.879999994721675	Brain_Nucleus_accumbens_basal_ganglia	8.40156460074791	1.41171069714916e-17	0.562814020904713	-6.4669508934021	2.40891551971436	0.507610859736025	1.86088407497577	9	0	2.319e-07
NG2018-eBMD	ENSG00000111424.10	VDR	7.8453740578832e-12	46	7	3.60000570094183e-13	Artery_Aorta	0.806467820562393	Testis	23.0232809832293	1.66142784435891e-15	1.2643631026759	-7.2698073387146	6.52708531787979	-1.65472437256877	3.20107888733549	7	0	3.065e-07
NG2018-eBMD	ENSG00000128713.13	HOXD11	1.45220489577735e-11	9	3	9.99999086240662e-08	Breast_Mammary_Tissue	0.140000013615074	Ovary	6.6398252979378	7.16989677840356e-18	0.82190170981437	-5.3267240524292	5.3267240524292	2.81355908988062	3.81354956166978	3	0	5.673e-07
NG2018-eBMD	ENSG00000123407.3	HOXC12	1.60898487985378e-11	9	4	3.07921971527758e-12	Testis	0.777206029119532	Cells_Cultured_fibroblasts	6.05427376129367	2.48005851398125e-18	0.352091226732335	-6.97406031230428	1.44781541824341	-0.14950346735636	2.89587873084336	4	0	6.286e-07
NG2018-eBMD	ENSG00000121068.13	TBX2	2.17228315846889e-11	48	2	6.27332554150454e-29	Nerve_Tibial	0.879322885686342	Spleen	38.4678648120793	5.8385920630933e-16	6.77342003749972	-5.93716096878052	11.161765450405	0.792454321759108	3.10881752426949	2	0	8.487e-07
NG2018-eBMD	ENSG00000053254.15	FOXN3	2.364832836066e-11	11	9	1.68999328828909e-05	Heart_Atrial_Appendage	1	Nerve_Tibial	3.36149365350391	3.32375477971847e-17	0.1307258204769	-4.19739723205566	4.30234573779781	0.257065032014593	2.90566368947665	9	0	9.239e-07
NG2018-eBMD	ENSG00000126603.8	GLIS2	2.89533600950663e-11	21	7	2.35778299249963e-12	Lung	0.470000004017645	Muscle_Skeletal	9.31447591156298	2.38626812196442e-18	0.657620203557109	-3.4621639184227	7.01149892807007	-0.685869180900568	2.90192692288271	7	0	1.131e-06
NG2018-eBMD	ENSG00000123388.4	HOXC11	3.32856978640344e-11	4	3	1.49999821892809e-12	Kidney_Cortex	0.0709999932981544	Skin_Not_Sun_Exposed_Suprapubic	3.12058894413706	0.0472798049865617	0.132698498624633	-7.07448959350586	5.79092454910278	-2.21939608454704	5.79215847283549	3	0	1.3e-06
NG2018-eBMD	ENSG00000173153.13	ESRRA	4.73125214470061e-11	5	3	1.20000094412314e-07	Colon_Sigmoid	0.979999999464697	Kidney_Cortex	3.15343388017264	4.55263119304007e-19	0.657972970335649	-5.29349565505982	4.99798536300659	-1.6938693344593	4.32519621441854	3	0	1.848e-06
NG2018-eBMD	ENSG00000126561.16	STAT5A	4.97886211938997e-11	7	3	1.10000083315298e-12	Adrenal_Gland	0.000129999952246078	Skin_Not_Sun_Exposed_Suprapubic	5.67996210048285	1.1793665835609e-16	0.302115080236623	-7.11737728118896	7.11737728118897	-2.63825385911124	5.941327738167	3	0	1.945e-06
NG2018-eBMD	ENSG00000007866.19	TEAD3	5.12911743397656e-11	24	5	2.69999820952446e-10	Adipose_Subcutaneous	0.926603914408374	Cells_Cultured_fibroblasts	10.3459504423608	1.17693982877689e-17	0.631017947862222	-6.31509256362915	3.66803161543036	-0.537935964697804	3.23355975709346	5	0	2.004e-06
NG2018-eBMD	ENSG00000173757.9	STAT5B	5.56922342948255e-11	47	2	1.80910539107674e-11	Spleen	0.252861689655415	Testis	39.3847581415583	6.65816410100292e-16	7.0084569298098	-1.27408800016361	6.72065414276311	3.42918286428262	2.2638930568658	2	0	2.176e-06
NG2018-eBMD	ENSG00000120693.13	SMAD9	6.35241724011267e-11	49	4	3.76651370467256e-14	Muscle_Skeletal	0.691017480890092	Skin_Not_Sun_Exposed_Suprapubic	37.8465162659277	3.67116979643559e-15	1.32377135174905	-7.56881248396143	3.49761215055097	-2.3313134088736	2.67034692590188	4	0	2.482e-06
NG2018-eBMD	ENSG00000152284.4	TCF7L1	6.72684360249447e-11	45	7	6.2999975576246e-12	Artery_Tibial	0.650903744382742	Muscle_Skeletal	28.4977450122999	1.49057349377291e-15	0.983379944291899	-6.87269544601441	1.5116281968799	-0.691340530594412	1.31627825931662	7	0	2.628e-06
NG2018-eBMD	ENSG00000137309.19	HMGA1	7.3172678391458e-11	14	2	8.02631435174088e-10	Lung	0.00601117980926733	Skin_Sun_Exposed_Lower_leg	9.24194247286363	2.65517652596734e-19	4.49771580604929	-6.14440631866455	6.14440631866455	2.92359866414751	4.55418556244438	2	0	2.859e-06
NG2018-eBMD	ENSG00000005102.12	MEOX1	1.22569698100284e-10	33	4	8.13300296561345e-13	Whole_Blood	1	Pituitary	16.7796983971064	7.4739393804389e-16	1.19596590869251	-7.15889486178169	4.11500679345298	1.60312720754392	2.78137495426223	4	0	4.789e-06
NG2018-eBMD	ENSG00000179772.7	FOXS1	1.50113388353234e-10	41	5	2.80000280999332e-12	Artery_Coronary	0.670000007622885	Brain_Nucleus_accumbens_basal_ganglia	25.0891382199143	2.05740021988494e-15	1.31808923542879	-6.98741340637207	6.98741340637207	1.41544689881613	5.36759815896635	5	0	5.865e-06
NG2018-eBMD	ENSG00000136944.17	LMX1B	1.81356258524982e-10	25	7	2.14697565320493e-14	Adipose_Visceral_Omentum	0.727543706885061	Brain_Spinal_cord_cervical_c-1	11.3791584218609	1.84405723448886e-17	0.4668690154263	-7.64150477384172	3.70499550381853	-0.418320291136186	3.62541162078915	7	0	7.085e-06
NG2018-eBMD	ENSG00000116017.10	ARID3A	2.2168914480153e-10	31	10	8.00000458444722e-10	Colon_Transverse	0.619999995000488	Brain_Spinal_cord_cervical_c-1	11.9421292075965	2.70944313753708e-16	0.479094748742486	-6.14492750167847	1.95147979259491	-3.01376835593504	2.84387985743992	9.99999999999999	0	8.661e-06
NG2018-eBMD	ENSG00000170166.5	HOXD4	3.17929273854824e-10	22	3	7.89999478130889e-10	Heart_Atrial_Appendage	0.864884278712984	Adipose_Visceral_Omentum	19.3231084740491	1.62020470928587e-17	0.995850245100604	-3.72502434390845	6.14692401885986	0.0471493701562613	2.15549822413343	3	0	1.242e-05
NG2018-eBMD	ENSG00000116132.11	PRRX1	3.86216175393035e-10	41	6	9.00001232260907e-10	Pancreas	0.99000000030512	Brain_Amygdala	22.8865495438035	1.79631357092988e-15	0.810156216198347	-3.77501201629639	6.12620449066162	1.27570014253717	2.99932192992798	6	0	1.509e-05
NG2018-eBMD	ENSG00000106571.12	GLI3	5.14395351964003e-10	44	8	2.34081225028401e-09	Nerve_Tibial	0.950000001576635	Brain_Hypothalamus	21.3696013000878	5.02808021420817e-16	0.823253442674099	-3.91862851131064	5.97219588566434	-1.15443014381792	1.78367761072008	8	0	2.01e-05
NG2018-eBMD	ENSG00000007968.6	E2F2	7.41123512256417e-10	15	5	1.90000093128359e-07	Pancreas	0.85999999809653	Colon_Sigmoid	8.18478729300753	1.63191651664154e-17	0.47837740183735	-5.20886421203613	2.40891551971436	-1.55644463894638	2.42749978931087	5	0	2.895e-05
NG2018-eBMD	ENSG00000131061.13	ZNF341	8.47005798464093e-10	47	2	2.03827782784939e-10	Liver	0.525924031128881	Brain_Frontal_Cortex_BA9	35.5245697294463	1.07546244782665e-15	10.6599992520972	-6.35842882980674	2.43237900733948	-4.40516698207813	3.11665454219267	2	0	3.309e-05
NG2018-eBMD	ENSG00000125945.14	ZNF436	1.00792597647224e-09	48	4	6.5677056996484e-10	Testis	0.879999994721675	Brain_Cortex	38.1334885544186	7.77762358305004e-16	2.10724487751663	-3.93345517159824	6.17616570319931	4.0509698689906	1.96000036856192	4	0	3.938e-05
NG2018-eBMD	ENSG00000140009.18	ESR2	1.37620735067872e-09	29	3	2.16099321538938e-10	Whole_Blood	0.080000003755592	Adipose_Visceral_Omentum	20.9392818416675	4.5413692517191e-16	0.997974349116316	-6.349440574646	4.30103778839111	-2.72547640485616	2.21041695248159	3	0	5.377e-05
NG2018-eBMD	ENSG00000196628.15	TCF4	1.84550176340536e-09	31	3	1.9234686830769e-09	Brain_Caudate_basal_ganglia	0.273782397697154	Brain_Amygdala	14.7576701818568	3.62644010298621e-16	4.33587450304197	-6.00414152914231	5.43761014938354	-1.04613613980087	4.04694372138278	3	0	7.21e-05
NG2018-eBMD	ENSG00000105610.4	KLF1	2.46513983475934e-09	8	3	0.000589999892537734	Breast_Mammary_Tissue	0.667346181861446	Muscle_Skeletal	6.04040643836524	5.46366512611048e-17	0.224295873788963	-2.60453128814697	3.43617033958435	0.163761772226064	2.79291119863997	3	0	9.631e-05
NG2018-eBMD	ENSG00000196812.4	ZSCAN16	2.54337451866675e-09	48	4	1.08284012630227e-10	Artery_Tibial	0.599999986413845	Kidney_Cortex	22.5591955729059	5.50642536189664e-16	2.18879597294003	-3.34595394134521	6.45490891254062	0.728441571093872	3.23695906269473	4	0	9.936e-05
NG2018-eBMD	ENSG00000107175.11	CREB3	2.60799085161602e-09	46	5	6.70000817644216e-07	Lung	0.632780335398112	Ovary	27.6156491945342	6.15044974855092e-16	1.41324200983842	-3.37965528242642	4.9698634147644	0.843332346218171	2.04784996876781	5	0	0.0001019
NG2018-eBMD	ENSG00000083812.11	ZNF324	4.99670642284383e-09	32	3	6.79999570172577e-08	Adrenal_Gland	0.939999999276279	Liver	21.9387892714734	5.96561427572424e-16	1.02028827837377	-0.628006041049957	5.3963770866394	2.17544847816211	2.82392146627452	3	0	0.0001952
NG2018-eBMD	ENSG00000146592.16	CREB5	5.12158447558306e-09	4	4	5.5999957802896e-10	Cells_Cultured_fibroblasts	0.950000001576635	Whole_Blood	1.39412983843961	0.622754224562279	0.622754224562279	-6.20129632949829	0.345125526189804	-1.40108639933169	3.20222387942256	4	0	0.0002001
NG2018-eBMD	ENSG00000148826.8	NKX6-2	5.62867804504814e-09	21	2	3.79999769028238e-11	Stomach	0.429999993801473	Brain_Cortex	18.4738257863573	2.21822669876882e-18	1.84904335223752	-6.61167335510254	-0.789191663265228	-1.50528889351965	1.47463984577863	2	0	0.0002199
NG2018-eBMD	ENSG00000263001.5	GTF2I	6.45925284402088e-09	48	2	3.17180464717192e-10	Esophagus_Muscularis	0.000690000098536127	Brain_Putamen_basal_ganglia	45.2797247876192	8.84918124021464e-16	1.77798952444915	-6.29013966955651	-3.39352202415466	-5.83984314868443	0.579554116522048	2	0	0.0002524
NG2018-eBMD	ENSG00000150347.14	ARID5B	7.14996974085434e-09	32	6	7.59999971376549e-10	Brain_Caudate_basal_ganglia	0.996637852901037	Prostate	17.1150015030546	8.63343303877118e-16	0.912792741043469	-6.15306425094605	2.58280754089356	-0.348863344866537	1.4400766646536	6	0	0.0002793
NG2018-eBMD	ENSG00000108788.11	MLX	8.97667723384807e-09	36	3	6.91724895696218e-18	Testis	0.972757789713393	Small_Intestine_Terminal_Ileum	27.3615357329764	7.38327777675744e-16	2.43578044924873	-1.37405651102419	8.61626676693401	0.569318132800817	2.49700042788748	3	0	0.0003507
NG2018-eBMD	ENSG00000066336.11	SPI1	9.437980331638e-09	45	3	6.88564641528749e-06	Vagina	0.460000006504713	Stomach	33.8423663611582	6.37480133664823e-16	1.15263520811762	-4.49719304821809	3.43488278997277	-0.611552614886032	1.80300377843412	3	0	0.0003687
NG2018-eBMD	ENSG00000198353.7	HOXC4	1.32385907619999e-08	29	3	6.00000219362233e-09	Spleen	0.87000000111524	Heart_Atrial_Appendage	19.1432418214348	4.63373637746826e-16	3.10911989999533	-5.81675767898559	2.05999994277954	-1.13649354808688	2.06565318940351	3	0	0.0005172
NG2018-eBMD	ENSG00000164916.10	FOXK1	1.3610350543712e-08	40	5	4.49999789356003e-08	Muscle_Skeletal	0.96038655178386	Heart_Left_Ventricle	30.1834114500426	2.01306751461041e-15	1.10634595813157	-4.56473651009215	5.4700140953064	-1.12407529475148	1.76804270180027	5	0	0.0005317
NG2018-eBMD	ENSG00000175879.8	HOXD8	1.72470088564674e-08	18	7	1.03761929467216e-07	Nerve_Tibial	0.85999999809653	Adipose_Visceral_Omentum	10.5115101442107	3.98967838038813e-18	0.894387204889535	-5.32000933211632	3.82645869255066	-0.925675066136356	3.74172579196398	7	0	0.0006738
NG2018-eBMD	ENSG00000128652.11	HOXD3	1.93003069575512e-08	34	7	4.70000244625282e-06	Spleen	0.619999995000488	Prostate	14.2122015712448	1.0105286316007e-15	0.768948152111178	-4.50793250570382	4.57775163650513	-1.0743392576868	2.68324691747284	7	0	0.000754
NG2018-eBMD	ENSG00000072736.18	NFATC3	2.09208435910428e-08	48	4	2.19999899069296e-06	Cells_EBV-transformed_lymphocytes	0.885609673685199	Heart_Left_Ventricle	32.5963526026895	5.8291348679306e-16	1.36105108788166	-4.73412704467773	2.87036371231079	-1.57528314221913	1.49030071423432	4	0	0.0008173
NG2018-eBMD	ENSG00000143355.15	LHX9	2.15624919400176e-08	3	3	5.79999723846571e-10	Testis	0.00920000205330173	Nerve_Tibial	2.00139675338507	0.332241137474724	0.332241137474724	-6.19577217102051	2.60453128814697	-2.51390147209167	4.57264892161587	3	0	0.0008424
NG2018-eBMD	ENSG00000185022.11	MAFF	2.25707157892766e-08	23	4	3.00000073127886e-09	Skin_Sun_Exposed_Lower_leg	0.919999998708424	Brain_Cerebellar_Hemisphere	11.5113204172031	4.95144087514005e-18	0.994723018133965	-2.2779905796051	5.93159818649292	1.08490938317252	1.68424204653525	4	0	0.0008818
NG2018-eBMD	ENSG00000167074.14	TEF	3.19113427806229e-08	15	1	6.09999743813598e-09	Cells_EBV-transformed_lymphocytes	0.00252520509101771	Artery_Aorta	14.0895492543951	2.67701046803406e-17	14.0895492543951	-5.51438570022583	5.81399297714233	4.60946317627431	2.8773825357519	1	0	0.001247
NG2018-eBMD	ENSG00000181690.7	PLAG1	3.53605789344955e-08	48	2	1.39999980811691e-09	Artery_Coronary	0.450000002391664	Skin_Sun_Exposed_Lower_leg	44.0323170205484	1.52069674660889e-15	3.71240307263484	-6.05547952651978	-0.755415022373199	-2.05288211221645	1.397795527681	2	0	0.001381
NG2018-eBMD	ENSG00000025156.12	HSF2	3.64753236056193e-08	46	5	1.00022874420064e-08	Skin_Not_Sun_Exposed_Suprapubic	0.764476300891433	Heart_Atrial_Appendage	29.8293069295562	7.84216045097552e-16	1.21461272468418	-5.73069007559839	1.65957486629486	-2.92195240537792	2.33584742478412	5	0	0.001425
NG2018-eBMD	ENSG00000172819.16	RARG	3.79405180629936e-08	3	2	5.69999302329399e-09	Cells_Cultured_fibroblasts	0.255064024767161	Esophagus_Mucosa	2.12977019971434	0.00625608414089194	0.863973716144773	1.13813521683036	5.82532978057861	2.70460479199826	2.70263401836046	2	0	0.001482
NG2018-eBMD	ENSG00000123411.14	IKZF4	3.98300169627151e-08	32	4	2.40000008377971e-05	Thyroid	0.817354550756448	Lung	21.7994312957057	2.03280057920949e-15	0.883649995094762	-4.22400379180908	2.72025391192563	-0.449723919234843	2.89916703393042	4	0	0.001556
NG2018-eBMD	ENSG00000164683.16	HEY1	4.15625725184956e-08	8	5	1.60000178096147e-10	Brain_Hypothalamus	0.590000019272663	Testis	4.10216608053453	3.23746178775516e-19	0.441149776707741	-6.39552164077759	0.821513175964356	-0.660131580489308	2.44218605426334	5	0	0.001624
NG2018-eBMD	ENSG00000006704.10	GTF2IRD1	4.35931506017828e-08	14	6	2.56648348378759e-07	Artery_Tibial	0.0104601038455406	Brain_Putamen_basal_ganglia	7.32829561777481	2.13768125883304e-17	0.470872624977798	-3.84612607955933	5.15278339385986	2.08878273200542	3.42406528798696	6	0	0.001703
NG2018-eBMD	ENSG00000170608.2	FOXA3	4.59171340155502e-08	16	3	4.99999679673178e-06	Colon_Transverse	0.0609999991464229	Skin_Not_Sun_Exposed_Suprapubic	11.6705825068192	3.74187274177436e-17	1.04196468505292	-3.8081681728363	4.56478786468506	1.83578265232561	2.40507411905698	3	0	0.001794
NG2018-eBMD	ENSG00000128709.12	HOXD9	5.0941619898514e-08	27	5	4.10000254748941e-08	Adrenal_Gland	0.762794713670747	Esophagus_Mucosa	20.1014929831897	1.12611243256764e-15	0.728512327554613	-5.48648929595947	4.91897201538086	3.38141580012126	2.47200883449229	5	0	0.00199
NG2018-eBMD	ENSG00000165495.15	PKNOX2	6.66155135222968e-08	20	8	9.14538342267173e-10	Colon_Sigmoid	0.90000000278565	Prostate	11.5825623534752	6.54262369048709e-18	0.493583651088406	-4.97277879714966	6.12365320604897	2.76777826799817	3.3108825462076	8	0	0.002603
NG2018-eBMD	ENSG00000162676.11	GFI1	8.23506718079943e-08	32	3	4.40000158743622e-09	Brain_Cortex	1	Small_Intestine_Terminal_Ileum	24.784990515772	1.04080869395742e-15	2.3786743731159	-5.86840772628784	5.86840772628784	-0.558279128031843	5.29137283663062	3	0	0.003217
NG2018-eBMD	ENSG00000204859.12	ZBTB48	8.54749378737598e-08	48	3	2.28275470607619e-11	Nerve_Tibial	0.999645925148218	Whole_Blood	37.9474507863724	8.54016159004726e-16	3.11753872918307	-4.73136749801358	6.68668951750437	0.562494578140636	2.35393129909836	3	0	0.003339
NG2018-eBMD	ENSG00000172201.11	ID4	1.08772683956695e-07	15	8	2.3000024502528e-07	Cells_Cultured_fibroblasts	0.953906627032581	Thyroid	7.82816189671555	1.94765506335433e-17	0.396572215610285	-5.17329597473144	3.54171078217786	-1.223412630652	2.1028139758992	8	0	0.00425
NG2018-eBMD	ENSG00000143995.19	MEIS1	1.35675137193338e-07	19	7	1.53186140834337e-06	Brain_Anterior_cingulate_cortex_BA24	0.649999990437004	Esophagus_Muscularis	8.23678416661998	7.69588824222878e-21	0.817464991557054	-4.80703374662697	1.88079357147217	-2.22183028958397	2.03476354800953	7	0	0.005301
NG2018-eBMD	ENSG00000012223.12	LTF	1.37532577824121e-07	38	3	2.59999925040554e-09	Skin_Not_Sun_Exposed_Suprapubic	0.368529544512872	Pancreas	29.2115681524732	2.55994249084948e-15	1.8828388951843	-5.4017333984375	5.95504522323608	3.72454902166908	3.12124407409126	3	0	0.005373
NG2018-eBMD	ENSG00000168286.2	THAP11	1.6297625911559e-07	14	2	3.89999748301334e-08	Esophagus_Gastroesophageal_Junction	0.100000007226205	Artery_Aorta	12.4949397573698	1.04880429893715e-17	1.50506024263019	-5.49532127380371	-1.64485359191895	-4.94525446210589	1.39824543283685	2	0	0.006367
NG2018-eBMD	ENSG00000124782.19	RREB1	1.66078109310966e-07	27	5	1.09999896908454e-07	Heart_Left_Ventricle	0.969999999547715	Thyroid	16.71684925714	4.14093858471369e-16	0.924984613090696	-3.19465112686157	5.30937814712524	3.28533274834599	2.5968968575926	5	0	0.006488
NG2018-eBMD	ENSG00000162086.14	ZNF75A	1.78730414167589e-07	40	3	4.799998772448e-09	Skin_Not_Sun_Exposed_Suprapubic	0.90000000278565	Artery_Coronary	30.8019479405431	1.53791077305471e-15	2.32125481897733	-5.85396146774292	5.49085187911987	-4.39639347905399	2.66882927735622	3	0	0.006983
NG2018-eBMD	ENSG00000127989.13	MTERF1	1.85626050388307e-07	46	2	5.00000020828869e-07	Artery_Aorta	0.739999989804993	Brain_Hippocampus	37.6060919813802	1.07221420739735e-15	7.39507993953623	-5.02631282806396	5.02631282806396	-1.89465109256631	2.45462401394179	2	0	0.007252
NG2018-eBMD	ENSG00000106031.7	HOXA13	2.00000107311397e-07	1	1	2.00000107311397e-07	Colon_Transverse	2.00000107311397e-07	Colon_Transverse	1	1	1	-5.19933748245239	-5.19933748245239	-5.19933748245239	NA	1	0	0.007814
NG2018-eBMD	ENSG00000204366.3	ZBTB12	2.05519469528839e-07	41	5	1.13748337260618e-07	Whole_Blood	0.678490922023084	Pancreas	20.429901066256	6.92853704530586e-16	1.2352142436923	-2.58991360664368	5.30326703902539	0.471610430649125	2.05605843031281	5	0	0.008029
NG2018-eBMD	ENSG00000085276.17	MECOM	2.29525694002343e-07	7	5	5.10000132765054e-05	Artery_Aorta	0.207136185346668	Thyroid	3.46705122266203	1.18477281200455e-16	0.531540547437942	-4.05099630355835	-1.26147937774658	-2.70032729731707	1.01370201268918	5	0	0.008967
NG2018-eBMD	ENSG00000196652.11	ZKSCAN5	4.34115169716588e-07	38	4	1.63226651835712e-08	Vagina	0.370000008467643	Colon_Transverse	21.3828945947708	4.19970807380157e-16	2.00495248111597	-4.40134648354378	5.64704759662849	1.00885953608245	3.57823376160882	4	0	0.01696
NG2018-eBMD	ENSG00000102935.11	ZNF423	4.68794387734688e-07	15	4	3.30000366167478e-08	Breast_Mammary_Tissue	0.334299002949018	Brain_Spinal_cord_cervical_c-1	11.2040159186106	1.7165827867117e-18	0.918718614031273	0.965490877628326	5.52472591400146	2.50488548676173	1.26215922338211	4	0	0.01831
NG2018-eBMD	ENSG00000178665.14	ZNF713	5.06395261520036e-07	46	4	1.40824990000541e-09	Whole_Blood	0.940307678803516	Small_Intestine_Terminal_Ileum	29.7694402184158	3.7465597105484e-16	1.58951493575679	-0.107276052236557	6.05453370266185	3.07843859673898	1.30426587662829	4	0	0.01978
NG2018-eBMD	ENSG00000170653.18	ATF7	5.38661523039909e-07	48	3	8.89217135297906e-08	Brain_Hypothalamus	0.407153295935288	Cells_Cultured_fibroblasts	34.0755242681247	6.31568392426927e-16	3.07911359647032	-5.34801985304899	3.96991411913088	-1.79721023290927	1.79875218788417	3	0	0.02104
NG2018-eBMD	ENSG00000198026.7	ZNF335	5.94554178954463e-07	47	5	6.4074576252834e-09	Whole_Blood	0.998338661352326	Prostate	29.0212543853086	7.83845728076811e-16	1.03528132998184	-5.343344578741	5.80576029478575	-0.509953347442033	2.17689597286814	5	0	0.02323
NG2018-eBMD	ENSG00000124216.3	SNAI1	6.05262198285103e-07	39	3	2.55169715852479e-06	Skin_Not_Sun_Exposed_Suprapubic	0.108627556870714	Cells_EBV-transformed_lymphocytes	34.3162983469889	1.46296809384745e-15	1.47024667367695	-4.70395483744208	2.84080362319946	-1.83297117612046	1.36759524993106	3	0	0.02365
NG2018-eBMD	ENSG00000162624.14	LHX8	6.49740014172887e-07	4	3	2.30000245025277e-07	Thyroid	0.660000008709573	Uterus	2.25308539797791	4.94403678440312e-16	0.491270321640793	-1.55477356910706	5.17329597473145	1.40330228209496	2.82336249577117	3	0	0.02538
NG2018-eBMD	ENSG00000178951.8	ZBTB7A	6.63078682045052e-07	31	3	4.91984875929012e-08	Brain_Hippocampus	0.73000000396976	Brain_Cerebellum	27.9301294820744	2.74035814033261e-15	0.949659298677358	-5.45418310165405	5.45418310165406	3.32367325277023	3.95772980313117	3	0	0.02591
NG2018-eBMD	ENSG00000150907.7	FOXO1	7.02152600701532e-07	10	4	8.99999232302839e-06	Brain_Cerebellar_Hemisphere	0.076999999130954	Brain_Cerebellum	7.22833615386992	1.87174148199002e-18	0.566589205509483	-3.75987243652344	4.43990182876587	-0.798987746238708	3.27770559706042	4	0	0.02743
NG2018-eBMD	ENSG00000135457.9	TFCP2	7.08753637708926e-07	48	5	2.30481009387799e-09	Brain_Cerebellar_Hemisphere	1	Colon_Transverse	27.26521929623	1.57641760502605e-15	0.936972487135263	-5.9019030576247	5.97472332061913	-2.0884666625852	3.92972115963007	5	0	0.02769
NG2018-eBMD	ENSG00000141510.16	TP53	1.01371378823219e-06	19	7	3.2000012849393e-06	Artery_Tibial	0.769999990292912	Brain_Caudate_basal_ganglia	10.1714877697267	3.24387175029643e-17	0.452850788641657	-2.61972761154175	4.65754652023316	2.13097554526929	2.86114270249348	7	0	0.0396
NG2018-eBMD	ENSG00000119138.4	KLF9	1.12556332630678e-06	47	5	1.78418218952249e-06	Kidney_Cortex	0.550893614636178	Brain_Frontal_Cortex_BA9	26.7471561075518	5.21365090598545e-16	0.901282786085767	-2.71805782155061	4.77644850092635	1.68058122625503	2.31467648524503	5	0	0.04397
NG2018-eBMD	ENSG00000167182.13	SP2	1.16579580438088e-06	49	5	0.000146200601314875	Skin_Not_Sun_Exposed_Suprapubic	0.729804244298873	Adipose_Subcutaneous	23.086308862053	8.15825561999547e-16	0.920161486728732	-3.52656960487366	3.79743584015499	0.391415142168789	2.53444607348103	5	0	0.04555
NG2018-fracture	ENSG00000166949.15	SMAD3	7.38684096256672e-09	47	9	3.90000095417381e-06	Muscle_Skeletal	0.971761963259676	Prostate	21.2789875527002	1.80741649081343e-15	0.79951813985271	-4.37247326067626	4.61664152145386	-0.131699565347926	2.26355308755546	9	0	0.0002886
